question_id,difficulty
1,1.764052345967664
2,0.4001572083672233
3,0.9787379841057392
4,2.240893199201458
5,1.8675579901499675
6,-0.977277879876411
7,0.9500884175255894
8,-0.1513572082976979
9,-0.10321885179355784
10,0.41059850193837233
11,0.144043571160878
12,1.454273506962975
13,0.7610377251469934
14,0.12167501649282841
15,0.44386323274542566
16,0.33367432737426683
17,1.4940790731576061
18,-0.20515826376580087
19,0.31306770165090136
20,-0.8540957393017248
21,-2.5529898158340787
22,0.6536185954403606
23,0.8644361988595057
24,-0.7421650204064419
25,2.2697546239876076
26,-1.4543656745987648
27,0.04575851730144607
28,-0.1871838500258336
29,1.5327792143584575
30,1.469358769900285
31,0.1549474256969163
32,0.37816251960217356
33,-0.8877857476301128
34,-1.980796468223927
35,-0.3479121493261526
36,0.15634896910398005
37,1.2302906807277207
38,1.2023798487844113
39,-0.3873268174079523
40,-0.30230275057533557
41,-1.0485529650670926
42,-1.4200179371789752
43,-1.7062701906250126
44,1.9507753952317897
45,-0.5096521817516535
46,-0.4380743016111864
47,-1.2527953600499262
48,0.7774903558319101
49,-1.6138978475579515
50,-0.2127402802139687
51,-0.8954665611936756
52,0.386902497859262
53,-0.510805137568873
54,-1.180632184122412
55,-0.028182228338654868
56,0.42833187053041766
57,0.06651722238316789
58,0.3024718977397814
59,-0.6343220936809636
60,-0.3627411659871381
61,-0.672460447775951
62,-0.3595531615405413
63,-0.813146282044454
64,-1.7262826023316769
65,0.17742614225375283
66,-0.4017809362082619
67,-1.6301983469660446
68,0.4627822555257742
69,-0.9072983643832422
70,0.05194539579613895
71,0.7290905621775369
72,0.12898291075741067
73,1.1394006845433007
74,-1.2348258203536526
75,0.402341641177549
76,-0.6848100909403132
77,-0.8707971491818818
78,-0.5788496647644155
79,-0.31155253212737266
80,0.05616534222974544
81,-1.1651498407833565
82,0.9008264869541871
83,0.46566243973045984
84,-1.5362436862772237
85,1.4882521937955997
86,1.8958891760305832
87,1.1787795711596507
88,-0.17992483581235091
89,-1.0707526215105425
90,1.0544517269311366
91,-0.40317694697317963
92,1.2224450703824274
93,0.2082749780768603
94,0.9766390364837128
95,0.3563663971744019
96,0.7065731681919482
97,0.010500020720820478
98,1.7858704939058352
99,0.12691209270361992
100,0.40198936344470165
